Article ID,GOLD: V: Zuweisende Partei,GOLD: V: Verantwortungssubjekt,GOLD: V: Modi Verantwortungszuweisung,GOLD: V: Zeitliche Dimension,GOLD: V: ZP_Politik,GOLD: V: ZP_Wirtschaft,GOLD: V: ZP_Wissenschaft/Bildung,GOLD: V: ZP_Gesellschaft/Öffentlichkeit,GOLD: V: ZP_Individuum/en,GOLD: V: ZP_Medien/Presse,GOLD: V: ZP_Kultur,GOLD: V: VS_Politik,GOLD: V: VS_Wirtschaft,GOLD: V: VS_Rechtsorgane,GOLD: V: VS_Wissenschaft/Bildung,GOLD: V: VS_Gesellschaft/Öffentlichkeit,GOLD: V: VS_Individuum/en,GOLD: V: VS_Medien/Presse,GOLD: V: MVZ_Fremdzuschreibung,GOLD: V: MVZ_Selbstzuschreibung,GOLD: V: MVZ_Leugnung/Ablehnung_Fremdzuschreibung,GOLD: V: MVZ_Leugnung/Ablehnung_Selbstzuschreibung,GOLD: V: ZD_Prospektive Verantwortung,GOLD: V: ZD_Retrospektive Verantwortung,PRED: V: Zuweisende Partei,PRED: V: Verantwortungssubjekt,PRED: V: Modi Verantwortungszuweisung,PRED: V: Zeitliche Dimension,PRED: V: ZP_Politik,PRED: V: ZP_Wirtschaft,PRED: V: ZP_Wissenschaft/Bildung,PRED: V: ZP_Gesellschaft/Öffentlichkeit,PRED: V: ZP_Individuum/en,PRED: V: ZP_Medien/Presse,PRED: V: ZP_Kultur,PRED: V: VS_Politik,PRED: V: VS_Wirtschaft,PRED: V: VS_Rechtsorgane,PRED: V: VS_Wissenschaft/Bildung,PRED: V: VS_Gesellschaft/Öffentlichkeit,PRED: V: VS_Individuum/en,PRED: V: VS_Medien/Presse,PRED: V: MVZ_Fremdzuschreibung,PRED: V: MVZ_Selbstzuschreibung,PRED: V: MVZ_Leugnung/Ablehnung_Fremdzuschreibung,PRED: V: MVZ_Leugnung/Ablehnung_Selbstzuschreibung,PRED: V: ZD_Prospektive Verantwortung,PRED: V: ZD_Retrospektive Verantwortung,AVG DIFF: V: Zuweisende Partei,AVG DIFF: V: Verantwortungssubjekt,AVG DIFF: V: Modi Verantwortungszuweisung,AVG DIFF: V: Zeitliche Dimension,AVG DIFF: V: ZP_Politik,AVG DIFF: V: ZP_Wirtschaft,AVG DIFF: V: ZP_Wissenschaft/Bildung,AVG DIFF: V: ZP_Gesellschaft/Öffentlichkeit,AVG DIFF: V: ZP_Individuum/en,AVG DIFF: V: ZP_Medien/Presse,AVG DIFF: V: ZP_Kultur,AVG DIFF: V: VS_Politik,AVG DIFF: V: VS_Wirtschaft,AVG DIFF: V: VS_Rechtsorgane,AVG DIFF: V: VS_Wissenschaft/Bildung,AVG DIFF: V: VS_Gesellschaft/Öffentlichkeit,AVG DIFF: V: VS_Individuum/en,AVG DIFF: V: VS_Medien/Presse,AVG DIFF: V: MVZ_Fremdzuschreibung,AVG DIFF: V: MVZ_Selbstzuschreibung,AVG DIFF: V: MVZ_Leugnung/Ablehnung_Fremdzuschreibung,AVG DIFF: V: MVZ_Leugnung/Ablehnung_Selbstzuschreibung,AVG DIFF: V: ZD_Prospektive Verantwortung,AVG DIFF: V: ZD_Retrospektive Verantwortung,Average difference per article
VN_20150509231014309580135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115,0.0034,0.0078,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0011,0.0,0.0115,0.0034,0.0078,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0011,0.0,0.0015
SN_20140402005000266560093,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5
KURIER_201511041920580028,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0.9891,0.971,0.9864,0.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2127,0.0,0.0,0.0,0.0,0.0,0.7443,0.0,0.0,0.0,0.8656,0.0,0.0109,0.029,0.0136,0.044,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2127,0.0,0.0,1.0,0.0,0.0,0.2557,1.0,0.0,0.0,0.1344,0.0,0.1542
KLEINE_20170614041003015480051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9985,0.9963,0.9983,0.9949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9187,0.0,0.0,0.0,0.0,0.0,0.9257,0.0,0.0,0.0,0.9548,0.0,0.9985,0.9963,0.9983,0.9949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9187,0.0,0.0,0.0,0.0,0.0,0.9257,0.0,0.0,0.0,0.9548,0.0,0.2828
PRESSE_200812191915420113,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0.2171,0.1057,0.1672,0.0828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083,0.0,0.0,0.0,0.0,0.0,0.0354,0.0,0.0,0.0,0.0732,0.0,0.7829,0.8943,0.8328,0.9172,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0083,0.0,0.0,1.0,0.0,0.0,0.9646,0.0,0.0,0.0,0.9268,1.0,0.3886
KURIER_200812051719380050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4053,0.2105,0.3303,0.1471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138,0.0,0.0,0.0,0.0,0.0,0.0173,0.0,0.0,0.0,0.0543,0.0,0.4053,0.2105,0.3303,0.1471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138,0.0,0.0,0.0,0.0,0.0,0.0173,0.0,0.0,0.0,0.0543,0.0,0.0491
STANDARD_20161221194004221610086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0.0252,0.0477,0.0197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,0.0,0.0,0.0,0.0083,0.0,0.0,0.0,0.0072,0.0,0.061,0.0252,0.0477,0.0197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,0.0,0.0,0.0,0.0083,0.0,0.0,0.0,0.0072,0.0,0.0073
EMEDIA_20170224FEC67206A4,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1.0,0.9998,0.9999,0.9997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984,0.0,0.0,0.0,0.0,0.0,0.9977,0.0,0.0,0.0,0.9996,0.0,0.0,0.0002,0.0001,0.0003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.984,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,0.0004,0.0,0.1245
KURIER_201001031728370081,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.9998,0.9995,0.9998,0.9992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9771,0.0,0.0,0.0,0.0,0.0,0.9851,0.0,0.0,0.0,0.9823,0.0,0.0002,0.0005,0.0002,0.0008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9771,0.0,1.0,0.0,0.0,0.0,0.9851,1.0,0.0,0.0,0.0177,0.0,0.2076
STANDARD_20170125194005197690112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0001,0.9986,0.0,0.0,0.0,0.0,0.0,0.9997,0.0004,0.0,0.0,0.9999,0.0,1.0,1.0,1.0,1.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0001,0.9986,0.0,0.0,0.0,0.0,0.0,0.9997,0.0004,0.0,0.0,0.9999,0.0,0.2916
PRESSE_201708261915150104,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.9983,0.9958,0.998,0.9945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9383,0.0,0.0,0.0,0.0,0.0,0.9467,0.0,0.0,0.0,0.9341,0.0,0.0017,0.0042,0.002,0.0055,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9383,0.0,1.0,0.0,0.0,0.0,0.0533,0.0,0.0,0.0,0.0659,0.0,0.128
OOEN_20170117040003077910020,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0.0793,0.0286,0.0459,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,0.0068,0.0,0.9207,0.9714,0.9541,0.9825,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.997,0.0,0.0,0.0,0.0,0.0,0.9977,0.0,0.0,0.0,0.9932,1.0,0.4924
PROFIL_201204161209330087,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0.0005,0.0002,0.0004,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.9995,0.9998,0.9996,0.9998,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9998,0.0,0.4166
STANDARD_20160105194002051940116,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0.9991,0.9976,0.9988,0.9959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.898,0.0,0.0009,0.0024,0.0012,0.0041,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9411,0.0,0.0,1.0,0.0,0.0,0.125,1.0,0.0,0.0,0.102,1.0,0.299
STANDARD_20160105194002051940104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9939,0.9839,0.9932,0.9784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8668,0.0,0.0,0.0,0.0,0.0,0.8917,0.0,0.0,0.0,0.6818,0.0,0.9939,0.9839,0.9932,0.9784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8668,0.0,0.0,0.0,0.0,0.0,0.8917,0.0,0.0,0.0,0.6818,0.0,0.2662
PROFIL_20170410B94762E951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064,0.002,0.005,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0002,0.0,0.0064,0.002,0.005,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0002,0.0,0.0007
OOEN_20180414014503176230089,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4167
KURIER_201707061920410065,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.9999,0.9997,0.9999,0.9995,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.9909,0.0,0.0,0.0,0.0,0.0,0.9967,0.0002,0.0,0.0,0.998,0.0,0.0001,0.0003,0.0001,0.0005,0.0,0.0001,1.0,0.0,0.0,0.0,0.0,0.0001,0.9909,1.0,0.0,0.0,0.0,0.0,0.0033,0.0002,0.0,0.0,0.002,0.0,0.1249
KLEINE_20150805041003069370055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6426,0.393,0.6355,0.4235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0503,0.0,0.0,0.0,0.0,0.0,0.0728,0.0,0.0,0.0,0.0319,0.0,0.6426,0.393,0.6355,0.4235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0503,0.0,0.0,0.0,0.0,0.0,0.0728,0.0,0.0,0.0,0.0319,0.0,0.0937
SN_20130619232208096190108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208,0.0067,0.0134,0.0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0025,0.0,0.0208,0.0067,0.0134,0.0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0025,0.0,0.0021
KURIER_201805011920500018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.9994,0.0,0.0,0.0,0.0,0.0,0.9998,0.0001,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.9994,0.0,0.0,0.0,0.0,0.0,0.9998,0.0001,0.0,0.0,1.0,0.0,0.2916
NVT_20170825FD0C32D6C8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.9981,0.9991,0.9973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7798,0.0,0.0,0.0,0.0,0.0,0.9681,0.0,0.0,0.0,0.9795,0.0,0.9993,0.9981,0.9991,0.9973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7798,0.0,0.0,0.0,0.0,0.0,0.9681,0.0,0.0,0.0,0.9795,0.0,0.28
KURIER_200804101725380136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KURIER_201709210401550411,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0528,0.0182,0.0354,0.0135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0027,0.0,0.9472,0.9818,0.9646,0.9865,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9992,0.0,0.0,0.0,0.0,0.0,0.9991,0.0,0.0,0.0,0.9973,0.0,0.3282
PRESSE_201603251915080063,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1.0,0.9999,1.0,0.9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9989,0.0,0.0,0.0,0.0,0.0,0.9958,0.0001,0.0,0.0,0.999,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0011,0.0,0.0,0.0,1.0,0.0,0.0042,0.0001,0.0,0.0,0.001,1.0,0.1253
TREND_201503230956040007,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0.9865,0.9571,0.9809,0.9427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.0,0.0,0.0,0.0,0.0,0.1766,0.0,0.0,0.0,0.3756,0.0,0.0135,0.0429,0.0191,0.0573,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.177,0.0,0.0,0.0,0.0,0.0,0.8234,0.0,0.0,0.0,0.6244,0.0,0.1982
TT_201602032192BBDFF8,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.0013,0.0005,0.0009,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.9987,0.9995,0.9991,0.9997,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9999,0.0,0.0,0.0,0.0,0.0,0.9999,0.0,0.0,0.0,0.9999,1.0,0.4165
WZ_20180214031308504950066,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0.9915,0.9803,0.9893,0.9729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4814,0.0,0.0,0.0,0.0,0.0,0.8537,0.0,0.0,0.0,0.8462,0.0,0.0085,0.0197,0.0107,0.0271,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4814,0.0,0.0,1.0,0.0,0.0,0.1463,1.0,0.0,0.0,0.1538,1.0,0.2436
MWVOLL_20180628_9981783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3323,0.1621,0.3214,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0412,0.0,0.0,0.0,0.0,0.0,0.0083,0.0,0.0,0.0,0.113,0.0,0.3323,0.1621,0.3214,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0412,0.0,0.0,0.0,0.0,0.0,0.0083,0.0,0.0,0.0,0.113,0.0,0.0457
