Article ID;GOLD: V: Zuweisende Partei;GOLD: V: Verantwortungssubjekt;GOLD: V: Modi Verantwortungszuweisung;GOLD: V: Zeitliche Dimension;GOLD: V: ZP_Politik;GOLD: V: ZP_Wirtschaft;GOLD: V: ZP_Wissenschaft/Bildung;GOLD: V: ZP_Gesellschaft/Öffentlichkeit;GOLD: V: ZP_Individuum/en;GOLD: V: ZP_Medien/Presse;GOLD: V: ZP_Kultur;GOLD: V: VS_Politik;GOLD: V: VS_Wirtschaft;GOLD: V: VS_Rechtsorgane;GOLD: V: VS_Wissenschaft/Bildung;GOLD: V: VS_Gesellschaft/Öffentlichkeit;GOLD: V: VS_Individuum/en;GOLD: V: VS_Medien/Presse;GOLD: V: MVZ_Fremdzuschreibung;GOLD: V: MVZ_Selbstzuschreibung;GOLD: V: MVZ_Leugnung/Ablehnung_Fremdzuschreibung;GOLD: V: MVZ_Leugnung/Ablehnung_Selbstzuschreibung;GOLD: V: ZD_Prospektive Verantwortung;GOLD: V: ZD_Retrospektive Verantwortung;PRED: V: Zuweisende Partei;PRED: V: Verantwortungssubjekt;PRED: V: Modi Verantwortungszuweisung;PRED: V: Zeitliche Dimension;PRED: V: ZP_Politik;PRED: V: ZP_Wirtschaft;PRED: V: ZP_Wissenschaft/Bildung;PRED: V: ZP_Gesellschaft/Öffentlichkeit;PRED: V: ZP_Individuum/en;PRED: V: ZP_Medien/Presse;PRED: V: ZP_Kultur;PRED: V: VS_Politik;PRED: V: VS_Wirtschaft;PRED: V: VS_Rechtsorgane;PRED: V: VS_Wissenschaft/Bildung;PRED: V: VS_Gesellschaft/Öffentlichkeit;PRED: V: VS_Individuum/en;PRED: V: VS_Medien/Presse;PRED: V: MVZ_Fremdzuschreibung;PRED: V: MVZ_Selbstzuschreibung;PRED: V: MVZ_Leugnung/Ablehnung_Fremdzuschreibung;PRED: V: MVZ_Leugnung/Ablehnung_Selbstzuschreibung;PRED: V: ZD_Prospektive Verantwortung;PRED: V: ZD_Retrospektive Verantwortung;AVG DIFF: V: Zuweisende Partei;AVG DIFF: V: Verantwortungssubjekt;AVG DIFF: V: Modi Verantwortungszuweisung;AVG DIFF: V: Zeitliche Dimension;AVG DIFF: V: ZP_Politik;AVG DIFF: V: ZP_Wirtschaft;AVG DIFF: V: ZP_Wissenschaft/Bildung;AVG DIFF: V: ZP_Gesellschaft/Öffentlichkeit;AVG DIFF: V: ZP_Individuum/en;AVG DIFF: V: ZP_Medien/Presse;AVG DIFF: V: ZP_Kultur;AVG DIFF: V: VS_Politik;AVG DIFF: V: VS_Wirtschaft;AVG DIFF: V: VS_Rechtsorgane;AVG DIFF: V: VS_Wissenschaft/Bildung;AVG DIFF: V: VS_Gesellschaft/Öffentlichkeit;AVG DIFF: V: VS_Individuum/en;AVG DIFF: V: VS_Medien/Presse;AVG DIFF: V: MVZ_Fremdzuschreibung;AVG DIFF: V: MVZ_Selbstzuschreibung;AVG DIFF: V: MVZ_Leugnung/Ablehnung_Fremdzuschreibung;AVG DIFF: V: MVZ_Leugnung/Ablehnung_Selbstzuschreibung;AVG DIFF: V: ZD_Prospektive Verantwortung;AVG DIFF: V: ZD_Retrospektive Verantwortung;Average difference per article
WZ_20160520031309097640078;1;1;1;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;1;1;0;1;1;1;0.9999;0.9997;0.9999;0.9996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9982;0.0;0.0;0.0;0.0;0.0;0.9954;0.0001;0.0;0.0;0.9961;0.0;0.0001;0.0003;0.0001;0.0004;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0018;0.0;0.0;0.0;0.0;0.0;0.0046;0.9999;0.0;1.0;0.0039;1.0;0.2505
SN_20180516013053016430080;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0.9999;0.9999;0.9999;0.9997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9992;0.0;0.0;0.0;0.0;0.0;0.9972;0.0;0.0;0.0;0.9991;0.0;0.0001;0.0001;0.0001;0.0003;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0008;0.0;0.0;0.0;0.0;0.0;0.0028;0.0;0.0;0.0;0.0009;1.0;0.1252
HOR_201604291219400028;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0.9984;0.9964;0.9982;0.9948;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9453;0.0;0.0;0.0;0.0;0.0;0.9362;0.0;0.0;0.0;0.8947;0.0;0.0016;0.0036;0.0018;0.0052;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9453;0.0;0.0;0.0;1.0;0.0;0.0638;0.0;0.0;0.0;0.1053;0.0;0.1303
SN_20180609013300254480032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9989;0.9969;0.9983;0.9947;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9236;0.0;0.0;0.0;0.0;0.0;0.8453;0.0;0.0;0.0;0.8629;0.0;0.9989;0.9969;0.9983;0.9947;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9236;0.0;0.0;0.0;0.0;0.0;0.8453;0.0;0.0;0.0;0.8629;0.0;0.2759
SN_20180705013104300970047;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;1;0.9995;0.9986;0.9993;0.998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9814;0.0;0.0;0.0;0.0;0.0;0.9816;0.0;0.0;0.0;0.9759;0.0;0.0005;0.0014;0.0007;0.002;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0186;0.0;0.0;0.0;1.0;0.0;0.0184;0.0;0.0;0.0;0.0241;1.0;0.1694
HOR_201806083E1BC69BF7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6503;0.4182;0.5842;0.3489;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0977;0.0;0.0;0.0;0.0;0.0;0.0369;0.0;0.0;0.0;0.0519;0.0;0.6503;0.4182;0.5842;0.3489;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0977;0.0;0.0;0.0;0.0;0.0;0.0369;0.0;0.0;0.0;0.0519;0.0;0.0912
TT_201708119645A5DB57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;1.0;0.9999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9975;0.0;0.0;0.0;0.0;0.0;0.9993;0.0001;0.0;0.0;0.9997;0.0;1.0;1.0;1.0;0.9999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9975;0.0;0.0;0.0;0.0;0.0;0.9993;0.0001;0.0;0.0;0.9997;0.0;0.2915
STANDARD_20140205194001180700014;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0.3982;0.2174;0.3698;0.1866;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.0;0.1149;0.0;0.0;0.0;0.0582;0.0;0.6018;0.7826;0.6302;0.8134;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.8743;0.0;0.0;0.0;0.0;0.0;0.8851;0.0;0.0;0.0;0.9418;0.0;0.2721
HOR_201709222740CBF99B;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0.066;0.0294;0.059;0.0287;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0061;0.0;0.0;0.0;0.0;0.0;0.0106;0.0;0.0;0.0;0.0076;0.0;0.934;0.9706;0.941;0.9713;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0061;0.0;0.0;0.0;0.0;0.0;0.9894;0.0;0.0;0.0;0.9924;0.0;0.3252
KONSUM_2018122075F5776A7B;1;1;1;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;1;0;1;0;1;1;0.9159;0.8181;0.8934;0.7776;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3928;0.0;0.0;0.0;0.0;0.0;0.4574;0.0;0.0;0.0;0.2863;0.0;0.0841;0.1819;0.1066;0.2224;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.6072;0.0;0.0;0.0;0.0;0.0;0.5426;0.0;1.0;0.0;0.7137;1.0;0.3108
HOR_20180518B60B469237;1;1;1;1;0;1;0;1;0;0;0;1;1;0;0;1;0;1;1;0;0;0;1;1;1.0;0.9999;1.0;0.9999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9976;0.0;0.0;0.0;0.0;0.0;0.9986;0.0;0.0;0.0;0.9987;0.0;0.0;0.0001;0.0;0.0001;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0024;0.0;0.0;1.0;0.0;1.0;0.0014;0.0;0.0;0.0;0.0013;1.0;0.2502
STANDARD_20161021194006012290100;1;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0.024;0.0088;0.0181;0.0072;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0057;0.0;0.0;0.0;0.0;0.0;0.0051;0.0;0.0;0.0;0.0046;0.0;0.976;0.9912;0.9819;0.9928;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.9943;1.0;0.0;0.0;0.0;0.0;0.9949;0.0;0.0;0.0;0.9954;0.0;0.3719
STANDARD_20121217194003077710071;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0.9989;0.9966;0.9985;0.9955;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9734;0.0;0.0;0.0;0.0;0.0;0.9673;0.0;0.0;0.0;0.9363;0.0;0.0011;0.0034;0.0015;0.0045;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0266;0.0;0.0;0.0;0.0;0.0;0.0327;0.0;0.0;0.0;0.0637;0.0;0.0889
STANDARD_20180407194503450510186;1;1;1;1;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;1;0;0;1;1;0.9993;0.9981;0.9991;0.9973;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9746;0.0;0.0;0.0;0.0;0.0;0.9873;0.0;0.0;0.0;0.9814;0.0;0.0007;0.0019;0.0009;0.0027;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0254;0.0;1.0;1.0;0.0;0.0;0.0127;1.0;0.0;0.0;0.0186;1.0;0.2526
KLEINE_20180603041006090110503;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0.9999;0.9997;0.9999;0.9995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9869;0.0;0.0;0.0;0.0;0.0;0.9774;0.0;0.0;0.0;0.9889;0.0;0.0001;0.0003;0.0001;0.0005;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0131;0.0;0.0;0.0;0.0;0.0;0.0226;0.0;0.0;0.0;0.0111;0.0;0.0437
STANDARD_20181020194503555290113;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;1;1;0.9993;0.9983;0.9992;0.9977;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9755;0.0;0.0;0.0;0.0;0.0;0.9853;0.0;0.0;0.0;0.9774;0.0;0.0007;0.0017;0.0008;0.0023;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0245;0.0;0.0;1.0;0.0;0.0;0.0147;1.0;0.0;0.0;0.0226;1.0;0.1695
HOR_201505291614310008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.016;0.0046;0.0091;0.0032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007;0.0;0.0;0.0;0.0;0.0;0.0006;0.0;0.0;0.0;0.0014;0.0;0.016;0.0046;0.0091;0.0032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007;0.0;0.0;0.0;0.0;0.0;0.0006;0.0;0.0;0.0;0.0014;0.0;0.0015
STANDARD_20160416194005259970135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0015;0.0005;0.0011;0.0005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0008;0.0;0.0;0.0;0.0;0.0;0.0002;0.0;0.0;0.0;0.0003;0.0;0.0015;0.0005;0.0011;0.0005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0008;0.0;0.0;0.0;0.0;0.0;0.0002;0.0;0.0;0.0;0.0003;0.0;0.0002
TREND_201707288F5D6CABCD;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9995;0.9985;0.9993;0.9975;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9591;0.0;0.0;0.0;0.0;0.0;0.917;0.0;0.0;0.0;0.9407;0.0;0.9995;0.9985;0.9993;0.9975;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9591;0.0;0.0;0.0;0.0;0.0;0.917;0.0;0.0;0.0;0.9407;0.0;0.2838
MEDIANET_20150626D24AEE7D06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;1.0;0.9999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9978;0.0;0.0;0.0;0.0;0.0;0.9991;0.0;0.0;0.0;0.9999;0.0;1.0;1.0;1.0;0.9999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9978;0.0;0.0;0.0;0.0;0.0;0.9991;0.0;0.0;0.0;0.9999;0.0;0.2915
KLEINE_20171206041004267390382;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0.9387;0.7694;0.8922;0.7223;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8163;0.0;0.0;0.0;0.0;0.0;0.397;0.0;0.0;0.0;0.3537;0.0;0.0613;0.2306;0.1078;0.2777;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1837;0.0;0.0;0.0;0.0;0.0;0.397;1.0;0.0;0.0;0.6463;0.0;0.1627
WZ_20150224031309054110092;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1.0;1.0;1.0;1.0;0.0;0.0001;0.0;0.0;0.0;0.0;0.0;0.0001;0.9998;0.0;0.0;0.0;0.0;0.0;0.9997;0.0002;0.0;0.0;0.9999;0.0;0.0;0.0;0.0;0.0;0.0;0.0001;0.0;0.0;0.0;1.0;0.0;0.0001;0.0002;0.0;0.0;0.0;0.0;0.0;0.0003;0.0002;0.0;0.0;0.0001;0.0;0.0417
HOR_201210121525480015;1;1;1;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0.9856;0.9731;0.9872;0.9705;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7372;0.0;0.0;0.0;0.0;0.0;0.7671;0.0001;0.0;0.0;0.6005;0.0;0.0144;0.0269;0.0128;0.0295;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.2628;0.0;0.0;0.0;0.0;0.0;0.2329;0.0001;0.0;1.0;0.3995;0.0;0.1658
WZ_20171230031309606310024;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;1;1;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9994;0.0;0.0;0.0;0.0;0.0;0.9994;0.0001;0.0;0.0;0.9997;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0006;0.0;0.0;0.0;0.0;0.0;0.0006;0.9999;0.0;0.0;0.0003;1.0;0.1667
ARBEITW_2015091667B9268003;1;1;1;1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0.0137;0.0049;0.0091;0.004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0048;0.0;0.0;0.0;0.0;0.0;0.0041;0.0;0.0;0.0;0.0022;0.0;0.9863;0.9951;0.9909;0.996;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0048;0.0;0.0;0.0;1.0;0.0;0.9959;0.0;0.0;0.0;0.9978;0.0;0.4153
PRESSE_201812191915090090;1;1;1;1;1;1;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;1;1;0.9991;0.9979;0.999;0.9973;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9691;0.0;0.0;0.0;0.0;0.0;0.9732;0.0;0.0;0.0;0.953;0.0;0.0009;0.0021;0.001;0.0027;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0309;0.0;0.0;1.0;0.0;0.0;0.0268;1.0;0.0;0.0;0.047;1.0;0.2546
WZ_20120204031314062310127;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1;1;0;0;1;0;0.3152;0.1245;0.2353;0.1156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1003;0.0;0.0;0.0;0.0;0.0;0.0422;0.0;0.0;0.0;0.0118;0.0;0.6848;0.8755;0.7647;0.8844;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.8997;0.0;0.0;0.0;1.0;0.0;0.9578;1.0;0.0;0.0;0.9882;0.0;0.419
STANDARD_20180612194505516790071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9747;0.9476;0.9712;0.932;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7216;0.0;0.0;0.0;0.0;0.0;0.7721;0.0;0.0;0.0;0.476;0.0;0.9747;0.9476;0.9712;0.932;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7216;0.0;0.0;0.0;0.0;0.0;0.7721;0.0;0.0;0.0;0.476;0.0;0.2415
FALTER_201804043CD17074DB;1;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;1;1;1.0;1.0;1.0;1.0;0.0;0.0001;0.0;0.0;0.0;0.0;0.0;0.0001;0.9997;0.0;0.0;0.0;0.0;0.0;0.9996;0.0002;0.0;0.0;0.9998;0.0;0.0;0.0;0.0;0.0;0.0;0.0001;0.0;1.0;0.0;1.0;0.0;0.9999;0.0003;0.0;0.0;0.0;0.0;0.0;0.0004;0.0002;0.0;0.0;0.0002;1.0;0.1667
