Article ID,GOLD: T: negativ,GOLD: T: ambivalent,GOLD: T: positiv,"GOLD: T: keine Tonalität ggü. KI, Algorithmen, Automatisierung",PRED: T: negativ,PRED: T: ambivalent,PRED: T: positiv,"PRED: T: keine Tonalität ggü. KI, Algorithmen, Automatisierung",AVG DIFF: T: negativ,AVG DIFF: T: ambivalent,AVG DIFF: T: positiv,"AVG DIFF: T: keine Tonalität ggü. KI, Algorithmen, Automatisierung",Average difference per article
WZ_20150224031309054110092,0,1,0,0,0.0012,0.0617,0.0258,0.9113,0.0012,0.9383,0.0258,0.9113,0.4692
HOR_201210121525480015,0,1,0,0,0.9821,0.0008,0.0,0.0171,0.9821,0.9992,0.0,0.0171,0.4996
WZ_20171230031309606310024,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARBEITW_2015091667B9268003,0,1,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5
PRESSE_201812191915090090,1,0,0,0,0.0011,0.1341,0.6261,0.2388,0.9989,0.1341,0.6261,0.2388,0.4995
WZ_20120204031314062310127,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FALTER_201804043CD17074DB,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OOEN_20180707014504095450024,1,0,0,0,0.9997,0.0003,0.0,0.0,0.0003,0.0003,0.0,0.0,0.0001
STANDARD_20141112040502235530058,0,1,0,0,0.0002,0.0108,0.0004,0.9887,0.0002,0.9892,0.0004,0.9887,0.4946
HOR_201802026B29B8014D,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KURIER_201803130401050042,0,0,1,0,0.7991,0.0057,0.0,0.1951,0.7991,0.0057,1.0,0.1951,0.5
KURIER_201807101920500128,1,0,0,0,0.1393,0.009,0.0007,0.8509,0.8607,0.009,0.0007,0.8509,0.4303
WZ_20161116031310289520007,1,0,0,0,0.9999,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0
STANDARD_200708291921100100,0,1,0,0,0.986,0.0038,0.0064,0.0038,0.986,0.9962,0.0064,0.0038,0.4981
PRESSE_201405041915370159,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FALTER_201607068366BB6A49,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MWVOLL_20180527_9850944,1,0,0,0,0.186,0.0546,0.0168,0.7427,0.814,0.0546,0.0168,0.7427,0.407
WZ_20170223031110261430020,1,0,0,0,0.9953,0.0002,0.0,0.0045,0.0047,0.0002,0.0,0.0045,0.0023
HOR_20180420D5FA94E99C,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FALTER_201607066AE4DE74BC,1,0,0,0,0.9724,0.0021,0.0,0.0255,0.0276,0.0021,0.0,0.0255,0.0138
MWVOLL_20181112_10516521,1,0,0,0,0.9953,0.0015,0.0,0.0031,0.0047,0.0015,0.0,0.0031,0.0023
SN_20160921013100182820086,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRESSE_201509191915460085,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SN_20180505013249159810031,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDARD_20171009194501248060058,1,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5
FORMATDB_2018071356A3AACC31,1,0,0,0,0.0127,0.1173,0.4709,0.3991,0.9873,0.1173,0.4709,0.3991,0.4936
SN_20121114232153184730065,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WZ_20180901_5080836,1,0,0,0,0.0392,0.0134,0.0004,0.947,0.9608,0.0134,0.0004,0.947,0.4804
KURIER_201610132035450044,1,0,0,0,0.9534,0.0222,0.0228,0.0016,0.0466,0.0222,0.0228,0.0016,0.0233
STANDARD_20180306194502455760039,0,1,0,0,0.8737,0.0103,0.0,0.116,0.8737,0.9897,0.0,0.116,0.4949
KURIER_201805031920330140,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KURIER_201709260401220003,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5
KURIER_201611201920430069,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SN_20150625013134095230069,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KURIER_201611211920390062,0,1,0,0,0.0063,0.1,0.0439,0.8498,0.0063,0.9,0.0439,0.8498,0.45
NEWS_201803302D93C6840A,1,0,0,0,0.0102,0.0324,0.9446,0.0128,0.9898,0.0324,0.9446,0.0128,0.4949
PRESSE_201206011916560077,0,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
TT_201804180CD23811B4,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KURIER_201611161920420006,1,0,0,0,0.9983,0.0003,0.0,0.0014,0.0017,0.0003,0.0,0.0014,0.0009
KLEINE_20170619041003151010191,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NVT_20130825348874E2F3,1,0,0,0,0.9998,0.0001,0.0,0.0001,0.0002,0.0001,0.0,0.0001,0.0001
EMEDIA_20170825E2EFCA16F6,0,0,1,0,0.8344,0.0249,0.0047,0.1361,0.8344,0.0249,0.9953,0.1361,0.4977
MEDIANET_20160520329B003D38,0,1,0,0,0.9869,0.0106,0.0015,0.001,0.9869,0.9894,0.0015,0.001,0.4947
TT_20180429EA1BDEB143,1,0,0,0,0.0,0.0003,0.9997,0.0,1.0,0.0003,0.9997,0.0,0.5
STANDARD_20160507194005312160081,0,1,0,0,0.9218,0.0053,0.0001,0.0728,0.9218,0.9947,0.0001,0.0728,0.4974
KURIER_201706101920400064,1,0,0,0,0.9999,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0
WZ_20111223031310295860064,0,0,1,0,0.0084,0.0165,0.0024,0.9727,0.0084,0.0165,0.9976,0.9727,0.4988
WZ_20180116031310640080065,0,1,0,0,0.9982,0.0014,0.0,0.0004,0.9982,0.9986,0.0,0.0004,0.4993
HOR_20171027BD8378B6BF,1,0,0,0,0.9034,0.0233,0.0003,0.073,0.0966,0.0233,0.0003,0.073,0.0483
MWVOLL_20180621_9948695,1,0,0,0,0.8136,0.0002,0.0,0.1862,0.1864,0.0002,0.0,0.1862,0.0932
KURIER_201605090401000029,0,0,1,0,0.0001,0.0042,0.9927,0.003,0.0001,0.0042,0.0073,0.003,0.0036
STANDARD_20171102194502538810063,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TT_201803290E1143FE33,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRONE_20180113665350016,0,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5
PRESSE_201610011915210114,0,0,1,0,0.0,0.0002,0.9997,0.0,0.0,0.0002,0.0003,0.0,0.0001
WZ_20140214031311088700075,1,0,0,0,0.9954,0.0007,0.0,0.0038,0.0046,0.0007,0.0,0.0038,0.0023
KURIER_201701051920400069,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MWVOLL_20151221_6271834,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OOEN_20180502014504039450045,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROFIL_20160418C3E30FAB52,0,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5
MEDIANET_20160902B0C588AC2A,0,0,1,0,0.0004,0.0007,0.0,0.999,0.0004,0.0007,1.0,0.999,0.5
OOEN_20161124040003143720095,1,0,0,0,0.9956,0.0001,0.0,0.0043,0.0044,0.0001,0.0,0.0043,0.0022
PROFIL_201504271515360021,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KURIER_201709161920370055,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VN_20170619231851153070030,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FALTER_201210171627490040,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUGUSTIN_20180523BD35D9AADB,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TVMEDIA_20161130A193B0E0D0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KURIER_201612291920400008,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TREND_201410271119240033,1,0,0,0,0.9999,0.0001,0.0,0.0001,0.0001,0.0001,0.0,0.0001,0.0001
KURIER_201705131920390057,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORMATDB_201404251509320066,1,0,0,0,0.2305,0.0012,0.0,0.7683,0.7695,0.0012,0.0,0.7683,0.3847
WZ_20150522031314256230013,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLEINE_20151231041001048910051,1,0,0,0,0.217,0.1142,0.0515,0.6173,0.783,0.1142,0.0515,0.6173,0.3915
KURIER_201706231920420148,0,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5
KURIER_201604131921040170,0,0,1,0,0.0241,0.0779,0.1446,0.7534,0.0241,0.0779,0.8554,0.7534,0.4277
MEDIANET_2018051854EE2019AB,1,0,0,0,0.0033,0.017,0.8794,0.1003,0.9967,0.017,0.8794,0.1003,0.4984
HOR_201804063E31662A39,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5
WZ_20160827031109196290092,0,1,0,0,0.9951,0.002,0.0,0.0028,0.9951,0.998,0.0,0.0028,0.499
TT_20161231E97D18764E,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLEINE_20161227041002255230055,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRESSE_201703121915120154,0,1,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5
STANDARD_20161126194005245720106,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRESSE_201801131915170068,0,1,0,0,0.3787,0.0016,0.0,0.6197,0.3787,0.9984,0.0,0.6197,0.4992
FALTER_20160706C6654FC375,1,0,0,0,0.2941,0.0693,0.0102,0.6263,0.7059,0.0693,0.0102,0.6263,0.3529
PROFIL_20160613509111033C,0,1,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5
STANDARD_20130614194003266710096,0,1,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5
WZ_20150617031308046800070,1,0,0,0,0.0006,0.0,0.0,0.9994,0.9994,0.0,0.0,0.9994,0.4997
STANDARD_20181121194502895250091,0,1,0,0,0.198,0.0091,0.0001,0.7928,0.198,0.9909,0.0001,0.7928,0.4955
PROFIL_201703131303200008,0,1,0,0,0.0004,0.0021,0.9974,0.0001,0.0004,0.9979,0.9974,0.0001,0.4989
WZ_20171230031309606310089,0,1,1,0,0.0157,0.0085,0.9753,0.0004,0.0157,0.9915,0.0247,0.0004,0.2581
STANDARD_20180420194502107340150,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5
STANDARD_20180523040502553940131,1,0,0,0,0.9847,0.0024,0.0107,0.0022,0.0153,0.0024,0.0107,0.0022,0.0077
NVT_201712060F00F9454E,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SN_20180113013228261630040,0,0,0,1,0.0,0.0003,0.0,0.9997,0.0,0.0003,0.0,0.0003,0.0001
OOEN_20171129040004132910109,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5
TT_201704244B424FE8D5,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KURIER_201612171920420009,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WZ_20111110031312018380097,0,0,0,1,0.9926,0.002,0.0053,0.0001,0.9926,0.002,0.0053,0.9999,0.5
FORMATDB_201705123B2C075201,0,1,0,0,0.0193,0.0241,0.0056,0.951,0.0193,0.9759,0.0056,0.951,0.4879
KURIER_201708011920340147,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWS_2016121770EAEEF26F,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDARD_20180221194502454650053,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FALTER_201008111611360076,1,0,0,0,0.0073,0.0045,0.202,0.7862,0.9927,0.0045,0.202,0.7862,0.4964
STANDARD_201109291925100060,0,1,0,0,0.6445,0.0041,0.3513,0.0001,0.6445,0.9959,0.3513,0.0001,0.498
FALTER_20170301591854D1A7,1,0,0,0,0.385,0.0,0.0,0.615,0.615,0.0,0.0,0.615,0.3075
NVT_20161227316B6D24F7,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOR_20180112C7D5EFDB5D,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WZ_20180303031309561710033,1,0,0,0,0.9999,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001
KURIER_201706220401530297,0,0,0,1,0.001,0.0268,0.8087,0.1635,0.001,0.0268,0.8087,0.8365,0.4183
TT_200605110130510059,1,0,0,0,0.5908,0.0031,0.0,0.4061,0.4092,0.0031,0.0,0.4061,0.2046
WZ_20111115031309007650064,0,0,0,1,0.9996,0.0,0.0,0.0004,0.9996,0.0,0.0,0.9996,0.4998
STANDARD_20170323194003312040055,1,0,0,0,0.6813,0.0003,0.0,0.3184,0.3187,0.0003,0.0,0.3184,0.1593
FALTER_2017032239A20C3CF6,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEDIANET_201801191CD52EA209,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OOEN_20180125040004262250071,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5
WZ_20120811031310280150021,0,0,1,0,0.0911,0.1009,0.7815,0.0265,0.0911,0.1009,0.2185,0.0265,0.1092
STANDARD_20160924194006198620098,0,1,0,0,0.0048,0.0005,0.0,0.9948,0.0048,0.9995,0.0,0.9948,0.4998
WZ_20161228031110098750062,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MWVOLL_20130610_2958740,0,1,0,0,0.0001,0.0102,0.0029,0.9869,0.0001,0.9898,0.0029,0.9869,0.4949
STANDARD_20160921194004165110114,1,0,0,0,0.9987,0.0003,0.0,0.001,0.0013,0.0003,0.0,0.001,0.0006
KURIER_201210090311310024,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WZ_20160102031110045780077,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WZ_20170729031307212620093,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOR_2018082490C6B90BA6,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEREICHE_20150917CDE3FEEF88,0,1,0,0,0.9754,0.0007,0.0,0.0239,0.9754,0.9993,0.0,0.0239,0.4996
WZ_20160617031109050310088,0,1,0,0,0.0041,0.0191,0.0893,0.8876,0.0041,0.9809,0.0893,0.8876,0.4905
PRESSE_201805281915090038,1,0,0,0,0.999,0.0002,0.0,0.0008,0.001,0.0002,0.0,0.0008,0.0005
FURCHE_201709219910618CEC,0,1,0,0,0.9797,0.0018,0.0177,0.0007,0.9797,0.9982,0.0177,0.0007,0.4991
PROFIL_201507279F8A2214BC,0,1,0,0,0.9051,0.0352,0.046,0.0137,0.9051,0.9648,0.046,0.0137,0.4824
HOR_201805116BB5AD4C0E,1,0,0,0,0.0435,0.0151,0.0848,0.8566,0.9565,0.0151,0.0848,0.8566,0.4783
EMEDIA_20141128E23D140AB9,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WZ_20160406031108092660081,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDARD_20140930194001232200080,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WZ_20150617031308046800089,0,1,0,0,0.9485,0.0077,0.0437,0.0001,0.9485,0.9923,0.0437,0.0001,0.4961
NVT_201801314C009E2719,0,1,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5
WZ_20131029031314195500091,1,0,0,0,0.9965,0.0017,0.0002,0.0015,0.0035,0.0017,0.0002,0.0015,0.0017
WZ_20141219031315186660080,0,0,1,0,0.0143,0.0791,0.8937,0.0129,0.0143,0.0791,0.1063,0.0129,0.0532
KURIER_201802201920530123,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WZ_20161029031111143530065,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEDIANET_20180427EE75BF82BD,1,0,0,0,0.0023,0.0555,0.6637,0.2785,0.9977,0.0555,0.6637,0.2785,0.4989
WZ_20140816031315025180060,1,0,0,0,0.9996,0.0002,0.0,0.0002,0.0004,0.0002,0.0,0.0002,0.0002
NEWS_20161029A3577B7D95,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MWVOLL_20131007_3368714,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WZ_20161029031111143530003,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORMATDB_20161014B62E777BAC,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KURIER_201706141920400055,1,0,0,0,0.1427,0.0,0.0,0.8572,0.8573,0.0,0.0,0.8572,0.4286
WZ_20160701031110004350080,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FALTER_20161027BE722103D4,1,0,0,0,0.9986,0.0002,0.0,0.0012,0.0014,0.0002,0.0,0.0012,0.0007
TT_2018050580FC7DEEE6,1,0,0,0,0.0,0.0002,0.9998,0.0,1.0,0.0002,0.9998,0.0,0.5
KRONE_20180322204680105,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WIBLATT_201205218B11B07398,1,0,0,0,0.0,0.0002,0.9998,0.0,1.0,0.0002,0.9998,0.0,0.5
SBGW_20180329030104250810004,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDARD_20180228194502100220091,0,1,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5
WZ_20161124031311072500017,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WZ_20180608031308098960016,1,0,0,0,0.9999,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001
OOEN_20150311035959197400062,0,0,1,0,0.0001,0.0001,0.0,0.9999,0.0001,0.0001,1.0,0.9999,0.5
KRONE_20180112749000008,0,0,1,0,0.8847,0.0399,0.0011,0.0743,0.8847,0.0399,0.9989,0.0743,0.4995
WZ_20180621031308464340089,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SN_20140908003124006640046,1,0,0,0,0.9954,0.0,0.0,0.0046,0.0046,0.0,0.0,0.0046,0.0023
KLEINE_20180428041005096000409,0,1,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5
STANDARD_20180213194502596740055,1,0,0,0,0.8812,0.005,0.0001,0.1138,0.1188,0.005,0.0001,0.1138,0.0594
TREND_201309301540590016,1,0,0,0,0.9927,0.0003,0.0,0.0071,0.0073,0.0003,0.0,0.0071,0.0037
WZ_20160713031109310430069,1,0,0,0,0.0006,0.0079,0.9697,0.0218,0.9994,0.0079,0.9697,0.0218,0.4997
STANDARD_20130827194001212180078,0,1,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5
WZ_20160430031309229040097,0,0,1,0,0.9995,0.0003,0.0001,0.0001,0.9995,0.0003,0.9999,0.0001,0.5
EMEDIA_20170630F066D347A6,1,0,0,0,0.9947,0.0008,0.0045,0.0,0.0053,0.0008,0.0045,0.0,0.0027
WZ_20160930031310160560038,0,1,0,0,0.9624,0.0142,0.0194,0.004,0.9624,0.9858,0.0194,0.004,0.4929
WZ_20180421226A5B8EF8,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FALTER_2015120262C41042D2,1,0,0,0,0.0859,0.0147,0.0001,0.8993,0.9141,0.0147,0.0001,0.8993,0.4571
WZ_20170314031110164530078,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MWVOLL_20161216_7720033,1,0,0,0,0.9513,0.0017,0.0,0.047,0.0487,0.0017,0.0,0.047,0.0244
FALTER_20161221BEEFEA679E,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WZ_20151218031309229620086,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VN_20161119234212178480026,1,0,0,0,0.9998,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0002,0.0001
VN_20180324000014095820021,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROFIL_20180806F18A6B1C82,1,0,0,0,0.6783,0.0,0.0,0.3217,0.3217,0.0,0.0,0.3217,0.1608
PRESSE_201209131916470087,0,1,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5
EMEDIA_2017063098D7BFB26C,1,0,0,0,0.9991,0.0001,0.0,0.0008,0.0009,0.0001,0.0,0.0008,0.0004
KURIER_201807191920330152,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KURIER_201709150402190191,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OOEN_20171130040004177310091,1,0,0,0,0.7714,0.0123,0.0006,0.2157,0.2286,0.0123,0.0006,0.2157,0.1143
HOR_20161125EDE694F8A7,1,0,0,0,0.9972,0.0013,0.0011,0.0004,0.0028,0.0013,0.0011,0.0004,0.0014
